DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
7/27/1965,13,0,2.3,4,NA,4,NA,11.1
7/28/1965,14.1,0,5.1,4,NA,4,NA,12.8
7/29/1965,18.7,0,0.2,4,NA,4,NA,12.3
7/30/1965,5.3,0,0.1,4,NA,4,NA,9.4
7/31/1965,13.3,0,0.9,4,NA,4,NA,2.8
8/1/1965,9.9,0,6.2,4,NA,4,NA,5.5
8/2/1965,7.7,0,6.7,4,NA,4,NA,10.6
8/3/1965,5.6,0,15.7,4,NA,4,NA,5.6
8/4/1965,11.9,0,0.2,4,NA,4,NA,12.5
8/5/1965,17.5,0,0,4,NA,4,NA,10.7
8/6/1965,12.3,0,2.8,4,NA,4,NA,7.7
8/7/1965,8.6,0,0.2,4,NA,4,NA,6
8/8/1965,3.6,0,0,4,NA,4,NA,6
8/9/1965,6.5,0,0.2,4,NA,4,NA,6.1
8/10/1965,9.8,0,0,4,NA,4,NA,10.7
8/11/1965,11.1,0,0,4,NA,4,NA,12.4
8/12/1965,11.2,0,0,4,NA,4,NA,14.4
8/13/1965,6.5,0,0,4,NA,4,NA,14.7
8/14/1965,7.1,0,0.2,4,NA,4,NA,12.7
8/15/1965,7.2,0,0,4,NA,4,NA,11.6
8/16/1965,4.2,0,0,4,NA,4,NA,6.8
8/17/1965,7.9,0,0,4,NA,4,NA,10
8/18/1965,12.7,0,0,4,NA,4,NA,12.8
8/19/1965,11,0,1.4,4,NA,4,NA,9
8/20/1965,14.2,0,4.6,4,NA,4,NA,6.1
8/21/1965,14.9,0,2.2,4,NA,4,NA,11
8/22/1965,16.8,0,0.8,4,NA,4,NA,8.8
8/23/1965,11.9,0,0.5,4,NA,4,NA,10.5
8/24/1965,16.4,0,4.7,4,NA,4,NA,11.1
8/25/1965,15.7,0,0.4,4,NA,4,NA,7.3
8/26/1965,7.8,0,0.6,4,NA,4,NA,10.3
8/27/1965,8.6,0,1.3,4,NA,4,NA,2
8/28/1965,16.9,0,0,4,NA,4,NA,12.2
8/29/1965,15.3,4,0,4,NA,4,NA,8.1
8/30/1965,11.9,0,1.8,4,NA,4,NA,7.1
8/31/1965,9.9,0,3,4,NA,4,NA,6.1
9/1/1965,7.8,0,0,4,NA,4,NA,1.6
9/2/1965,3.3,0,0,4,NA,4,NA,1.5
9/3/1965,10.6,0,0.8,4,NA,4,NA,2.2
9/4/1965,13.5,0,2,4,NA,4,NA,5
9/5/1965,11.3,0,0.5,4,NA,4,NA,9.6
9/6/1965,4,0,0.2,4,NA,4,NA,6.4
9/7/1965,5.3,4,0,4,NA,4,NA,3
9/8/1965,7.3,0,1.4,4,NA,4,NA,NA
9/9/1965,16.3,0,1.4,4,NA,4,NA,NA
9/10/1965,14.2,0,1,4,NA,4,NA,NA
9/11/1965,10.9,0,0.2,4,NA,4,NA,9.7
9/12/1965,3.4,0,1.2,4,NA,4,NA,7.8
9/13/1965,2.7,0,1.2,4,NA,4,NA,10
9/14/1965,4.3,0,0.3,4,NA,4,NA,3.8
9/15/1965,6.4,0,2.5,4,NA,4,NA,13.2
9/16/1965,9.5,0,2,4,NA,4,NA,7.2
9/17/1965,12.7,0,25.1,4,NA,4,NA,6.3
9/18/1965,13,0,0.6,4,NA,4,NA,7.6
9/19/1965,9.3,4,0,4,NA,4,NA,0
9/20/1965,9.5,0,0,4,NA,4,NA,8.2
9/21/1965,12.2,4,0,4,NA,4,NA,6.6
9/22/1965,8.3,4,0,4,NA,4,NA,12.1
9/23/1965,4.2,0,2.6,4,NA,4,NA,7.5
9/24/1965,6,0,25.3,4,NA,4,NA,2.7
9/25/1965,4.3,4,0,4,NA,4,NA,10
9/26/1965,3.4,0,11,4,NA,4,NA,9.4
9/27/1965,5.4,0,0,4,NA,4,NA,0.6
9/28/1965,2.5,0,0,4,NA,4,NA,-2
9/29/1965,11.6,0,0.1,4,NA,4,NA,7.7
9/30/1965,15.6,4,0,4,NA,4,NA,9.8
10/1/1965,8,0,11.5,4,NA,4,NA,6.2
10/2/1965,4.7,0,1.5,4,NA,4,NA,8.7
10/3/1965,9.8,0,4.2,4,NA,4,NA,6.6
10/4/1965,6.8,0,1.5,4,NA,4,NA,12.3
10/5/1965,2.1,0,0.1,4,NA,4,NA,6.5
10/6/1965,0.4,0,2.5,4,NA,4,NA,5.1
10/7/1965,5,0,0.1,4,NA,4,NA,10.5
10/8/1965,10.7,4,0,4,NA,4,NA,12.7
10/9/1965,11.8,4,0,4,NA,4,NA,7.8
10/10/1965,9,4,0,4,NA,4,NA,1.6
10/11/1965,4,4,0,4,NA,4,NA,-0.5
10/12/1965,3,0,0,4,NA,4,NA,-1.3
10/13/1965,3.3,4,0,4,NA,4,NA,8.8
10/14/1965,6.8,0,2,4,NA,4,NA,2.7
10/15/1965,10.1,4,0,4,NA,4,NA,1.6
10/16/1965,5.3,4,0,4,NA,4,NA,0.8
10/17/1965,5,0,0.3,4,NA,4,NA,1.4
10/18/1965,5.3,0,0,4,NA,4,NA,8
10/19/1965,9.2,0,0,4,NA,4,NA,4.2
10/20/1965,10.5,4,0,4,NA,4,NA,3.4
10/21/1965,11.9,0,0,4,NA,4,NA,6.1
10/22/1965,9,0,0,4,NA,4,NA,9.3
10/23/1965,7.9,0,0,4,NA,4,NA,7.5
10/24/1965,6.8,0,0,4,NA,4,NA,-1.6
10/25/1965,7.2,4,0,4,NA,4,NA,1.8
10/26/1965,6.1,0,0,4,NA,4,NA,0.5
10/27/1965,17,0,1.3,4,NA,4,NA,10.1
10/28/1965,20,0,0.2,4,NA,4,NA,8.8
10/29/1965,15.1,4,0,4,NA,4,NA,2.3
10/30/1965,21.6,0,1.8,4,NA,4,NA,7.2
10/31/1965,19.2,0,8.5,4,NA,4,NA,4.4
11/1/1965,29.2,4,0,4,NA,4,NA,6.7
11/2/1965,12,0,0,4,NA,4,NA,0.1
11/3/1965,11.4,0,0.3,4,NA,4,NA,-3.8
11/4/1965,6,0,0,4,NA,4,NA,-2.6
11/5/1965,4.8,0,0,4,NA,4,NA,-1
11/6/1965,16,0,1.3,4,NA,4,NA,-0.5
11/7/1965,11.6,0,5.6,4,NA,4,NA,3.8
11/8/1965,9.6,0,1.4,4,NA,4,NA,1.6
11/9/1965,9.4,0,0.9,4,NA,4,NA,7.7
11/10/1965,7,0,0,4,NA,4,NA,7.5
11/11/1965,14.8,0,2.3,4,NA,4,NA,5.5
11/12/1965,6.8,0,0.7,4,NA,4,NA,1.5
11/13/1965,8.5,0,5.6,4,NA,4,NA,4.4
11/14/1965,11.6,4,0,4,NA,4,NA,0.5
11/15/1965,11.3,0,11.2,4,NA,4,NA,-6.6
11/16/1965,27.6,0,52.2,4,NA,4,NA,0
11/17/1965,25.3,0,25.6,4,NA,4,NA,0
11/18/1965,15.9,0,19.1,4,NA,4,NA,4
11/19/1965,9.8,0,2,4,NA,4,NA,5.4
11/20/1965,15.8,0,9,4,NA,4,NA,3.3
11/21/1965,10.8,0,5.3,4,NA,4,NA,-0.1
11/22/1965,10.7,4,0,4,NA,4,NA,-6.5
11/23/1965,20,0,5.8,4,NA,4,NA,-4.4
11/24/1965,7.5,0,28,4,NA,4,NA,-3.4
11/25/1965,13.8,0,7,4,NA,4,NA,3.3
11/26/1965,9.3,0,6.1,4,NA,4,NA,-4.4
11/27/1965,16.3,0,0.1,4,NA,4,NA,-1
11/28/1965,9.5,0,2.9,4,NA,4,NA,-3.2
11/29/1965,20.3,0,0.2,4,NA,4,NA,-1
11/30/1965,19.4,0,0,4,NA,4,NA,-3.3
12/1/1965,10,0,4.5,4,NA,4,NA,-6.5
12/2/1965,19.3,0,2.6,4,NA,4,NA,2.2
12/3/1965,16,0,0.6,4,NA,4,NA,0.8
12/4/1965,6.5,0,3.5,4,NA,4,NA,-3.8
12/5/1965,15.6,0,1.7,4,NA,4,NA,0.1
12/6/1965,18.6,0,0.1,4,NA,4,NA,-1.1
12/7/1965,11,0,1.8,4,NA,4,NA,-2.2
12/8/1965,13.5,0,9.2,4,NA,4,NA,-1.2
12/9/1965,24,0,5.2,4,NA,4,NA,5
12/10/1965,14.3,0,1,4,NA,4,NA,1.1
12/11/1965,11.5,0,4.2,4,NA,4,NA,-0.7
12/12/1965,8.9,0,13,4,NA,4,NA,-0.5
12/13/1965,14.3,0,0.8,4,NA,4,NA,2.2
12/14/1965,11.6,0,2.1,4,NA,4,NA,-2.7
12/15/1965,8.5,0,0,4,NA,4,NA,7.4
12/16/1965,8.2,0,3.7,4,NA,4,NA,-1.5
12/17/1965,17.9,0,0.8,4,NA,4,NA,-1.6
12/18/1965,7.5,0,0.8,4,NA,4,NA,2.1
12/19/1965,11.7,4,0,4,NA,4,NA,0.5
12/20/1965,9,0,0.1,4,NA,4,NA,-5.5
12/21/1965,9.4,0,0.1,4,NA,4,NA,-5.7
12/22/1965,9.4,0,4.3,4,NA,4,NA,2.7
12/23/1965,11,0,1,4,NA,4,NA,2.2
12/24/1965,7.1,0,1.6,4,NA,4,NA,3.7
12/25/1965,7.4,4,0,4,NA,4,NA,0
12/26/1965,5.8,0,0.3,4,NA,4,NA,-7.7
12/27/1965,6.4,0,0.3,4,NA,4,NA,-8.3
12/28/1965,6.6,0,1,4,NA,4,NA,-2.4
12/29/1965,12.5,0,1.4,4,NA,4,NA,-2.8
12/30/1965,17.4,0,1.7,4,NA,4,NA,0.1
12/31/1965,9.6,0,6.4,4,NA,4,NA,2.2
1/1/1966,21.8,0,0.8,0,9.1,0,4.4,2
1/2/1966,17.5,0,0.6,0,8.9,0,4.6,0.6
1/3/1966,7.8,0,0.9,0,7.2,0,1.2,-1.8
1/4/1966,15.5,0,5.1,0,12.8,1,-0.9,-3.9
1/5/1966,12.8,0,2.8,0,12.8,0,6.1,7.1
1/6/1966,11,0,1.6,0,12.9,0,7.9,3.9
1/7/1966,10.5,0,0,0,12.1,0,8.9,8.3
1/8/1966,12.5,0,0,0,11.1,0,7,6.1
1/9/1966,13.4,0,2.3,0,9.4,0,6.3,2.8
1/10/1966,19.2,0,27.8,0,7.4,0,4.6,3.9
1/11/1966,19.6,0,0,0,6,0,1.7,-1.3
1/12/1966,16.5,0,0,0,4.4,0,1.7,1.7
1/13/1966,12.3,0,0,0,3.9,0,2.8,1
1/14/1966,10.8,4,0,0,3.7,0,2.6,-2.1
1/15/1966,6.3,4,0,0,2,1,-2,-4.9
1/16/1966,4.7,0,3.5,0,1.9,1,-2,-1.1
1/17/1966,2.8,0,1.8,0,3.7,1,-1.1,-4.1
1/18/1966,8.5,4,0,0,3.3,0,0,-0.4
1/19/1966,14.3,4,0,0,3.1,1,-0.6,-1.7
1/20/1966,12.3,0,0,0,3,1,-0.4,0
1/21/1966,4.8,0,0,0,4.6,0,1.2,0
1/22/1966,8.5,0,0.3,0,5.1,0,1.7,0
1/23/1966,1.1,0,0.5,0,6,0,3.3,0
1/24/1966,8.1,0,13,0,6.7,0,2.8,0
1/25/1966,20.5,0,13.9,0,8.3,0,5.2,4.3
1/26/1966,19.1,0,7.4,0,8.7,0,5.9,5.8
1/27/1966,12.3,0,11.8,0,12.3,0,6.8,6.7
1/28/1966,17.5,0,0.2,0,13.3,0,6.7,5.9
1/29/1966,16.8,0,1,0,13,0,9.4,8.6
1/30/1966,14.3,4,0,0,11.1,0,7,3.7
1/31/1966,3.8,0,0.1,0,9.2,1,-0.7,-3.3
2/1/1966,13.8,0,2.8,0,10.6,0,5,0.6
2/2/1966,13.5,4,0,0,11.6,0,6.1,4.1
2/3/1966,11,0,4.3,0,13.8,0,6.7,0.4
2/4/1966,11,0,1,0,13.4,0,9.4,8.7
2/5/1966,19.3,0,2.9,0,12,0,8.8,6.2
2/6/1966,10.6,0,0.2,0,14,0,6.8,1.6
2/7/1966,8,0,8.8,0,9.6,0,6.1,3.2
2/8/1966,4.6,0,4.9,0,8.9,0,6.7,6
2/9/1966,6.1,0,1.6,0,7.3,0,4.9,3.9
2/10/1966,13.3,0,0,0,4.7,0,2.8,2.8
2/11/1966,11.4,0,2.9,0,4.6,0,2.4,1.7
2/12/1966,12.7,0,0.6,2,4.8,0,1.8,NA
2/13/1966,11.6,0,0.2,0,4.4,0,1.7,1.4
2/14/1966,12.4,0,6.7,0,6.4,0,1.1,-0.6
2/15/1966,16.5,0,16.8,0,5.7,0,0.6,-0.8
2/16/1966,11,4,0,0,6,0,2.4,0.6
2/17/1966,13.7,0,4.4,0,5.3,0,1.9,-0.7
2/18/1966,13.6,0,17,0,7,0,2.1,-0.8
2/19/1966,10,0,1.6,0,11.8,0,3.7,2.9
2/20/1966,11.9,0,1.4,0,11.7,0,6,4.8
2/21/1966,8.7,0,9.3,0,10,0,5.1,-0.6
2/22/1966,13.6,0,7.4,0,8.9,0,5.6,5
2/23/1966,17.8,0,0.7,0,10.6,0,2.3,-0.6
2/24/1966,12,0,2.9,0,12.8,0,1.7,-2.8
2/25/1966,21.8,0,1.5,0,12.8,0,6,0.9
2/26/1966,23,0,0.6,0,11.4,0,7.1,4
2/27/1966,23.6,0,0.1,0,14.3,0,3.9,1.4
2/28/1966,14.8,0,1.9,0,10.6,0,6,5.6
3/1/1966,9.4,0,2.7,0,12.2,0,4.6,1.1
3/2/1966,13.9,0,3.3,0,14,0,5.4,5.4
3/3/1966,10.5,0,0.3,0,12.7,0,5.9,1
3/4/1966,9.7,0,0,0,12,0,2.8,-0.6
3/5/1966,10.3,0,0,0,13.8,0,5.1,NA
3/6/1966,12.2,0,0,0,12.8,0,8.2,4.7
3/7/1966,16,0,0.2,0,12.3,0,8.2,5.1
3/8/1966,9,0,0.1,0,10.6,0,5.8,2
3/9/1966,16.1,0,0,0,10.8,0,1.8,-1.1
3/10/1966,22.3,0,0.4,0,12.7,0,4.4,NA
3/11/1966,20.6,0,2.1,0,10.1,0,3.3,1.1
3/12/1966,11.3,0,0.3,0,11.1,0,1.8,-0.4
3/13/1966,11.2,4,0,0,13.9,0,5.9,3.1
3/14/1966,8.6,0,0,0,13.1,0,4.4,2.2
3/15/1966,8.2,0,0,0,11.2,0,6.1,5
3/16/1966,6.9,0,0,0,11.1,0,6.7,6.1
3/17/1966,14.8,0,1.8,0,12.1,0,6.7,5.6
3/18/1966,7.2,4,0,0,13.1,1,-0.6,-5
3/19/1966,5.3,4,0,0,15.3,1,-2.8,-7
3/20/1966,8.9,0,0.2,0,10.4,1,-0.3,-5
3/21/1966,10,0,0.2,0,11.4,0,6.7,5.9
3/22/1966,13.2,0,0.2,0,11.3,0,4,1.9
3/23/1966,20.5,0,0,0,10,0,5,4.9
3/24/1966,20.8,0,1.3,0,8.4,0,0.4,-1.3
3/25/1966,10.9,0,1.7,0,9.8,1,-2.3,-4.4
3/26/1966,21.3,0,5.8,0,12.2,0,0.6,NA
3/27/1966,28.6,0,5.4,0,12,0,2.4,1.7
3/28/1966,14.5,0,0.2,0,11.3,0,0,-0.6
3/29/1966,10.9,0,0,0,10.6,0,3.9,-3.7
3/30/1966,13.6,0,0.2,0,11.6,2,5.5,0.1
3/31/1966,12.1,0,10.2,0,11.6,0,6.1,3
4/1/1966,14.4,0,17.5,0,10.8,0,3.6,1.8
4/2/1966,11.3,0,0,0,10.8,1,-1.1,-2.9
4/3/1966,10.6,4,0,0,10,1,-1.9,-8.7
4/4/1966,21.3,0,17.4,0,8.2,0,3.3,1.7
4/5/1966,17.4,0,5.7,0,10.3,0,3.9,3.1
4/6/1966,4.9,0,0,0,12.2,0,3.3,3.1
4/7/1966,9.3,4,0,0,11.1,0,6.7,6.1
4/8/1966,11.4,0,18.1,0,11,0,7.2,6.7
4/9/1966,18.6,0,6,0,12.6,0,7.8,7.2
4/10/1966,10.4,0,1.3,0,12.9,0,6.1,0.6
4/11/1966,14.2,0,0.2,0,10.2,0,7.1,4
4/12/1966,17.7,0,0,0,7.8,0,5.7,4.4
4/13/1966,24.7,0,0,0,5.6,0,3.3,3
4/14/1966,21.8,0,5.9,0,4,0,2.2,0.8
4/15/1966,20.6,0,19,0,5.1,0,1.6,0.2
4/16/1966,10.4,0,13.3,0,5.9,0,1.6,0.3
4/17/1966,10.7,0,1.3,0,6.1,0,4.2,3.6
4/18/1966,16.7,0,3.7,0,6.1,0,4.2,3.1
4/19/1966,11.7,0,9.9,0,7.1,0,4.3,3.3
4/20/1966,12,0,0.2,0,12.8,0,0.4,-2.7
4/21/1966,7.9,0,8.1,2,13.5,0,1.2,-2.9
4/22/1966,15.3,0,0.8,0,18.1,0,8,7.3
4/23/1966,13,0,5.2,0,15.6,0,8.8,7.2
4/24/1966,11.1,0,0.2,0,14.9,0,5.6,2.3
4/25/1966,9.2,4,0,0,15.3,0,5.4,1.7
4/26/1966,13.8,0,0.1,0,12.9,0,9.6,6.2
4/27/1966,20.9,0,0.1,0,14.2,0,9.9,6.7
4/28/1966,13.5,4,0,0,14.2,0,6.7,3.4
4/29/1966,13.3,4,0,0,18.1,0,10.1,6.7
4/30/1966,4.8,4,0,0,18.9,0,3.8,-0.6
5/1/1966,4.5,4,0,NA,NA,NA,NA,NA
5/2/1966,2,0,0.5,NA,NA,NA,NA,NA
5/3/1966,7.4,0,0.2,NA,NA,NA,NA,NA
5/4/1966,15.3,0,0.9,NA,NA,NA,NA,NA
5/5/1966,11.3,0,2.5,NA,NA,NA,NA,NA
5/6/1966,16,0,1.1,NA,NA,NA,NA,NA
5/7/1966,9.4,0,4.4,NA,NA,NA,NA,NA
5/8/1966,6,0,0.3,NA,NA,NA,NA,NA
5/9/1966,12.6,0,0,NA,NA,NA,NA,NA
5/10/1966,10.5,0,1.1,NA,NA,NA,NA,NA
5/11/1966,6.3,0,2.5,NA,NA,NA,NA,NA
5/12/1966,5.8,0,0,NA,NA,NA,NA,NA
5/13/1966,11.5,0,0.5,NA,NA,NA,NA,NA
5/14/1966,11.8,0,5.3,NA,NA,NA,NA,NA
5/15/1966,6.3,0,0,NA,NA,NA,NA,NA
5/16/1966,6.8,0,5.8,NA,NA,NA,NA,NA
5/17/1966,9.9,0,0.2,NA,NA,NA,NA,NA
5/18/1966,9.2,0,0.2,NA,NA,NA,NA,NA
5/19/1966,12,0,1.5,NA,NA,NA,NA,NA
5/20/1966,9.3,0,0.8,NA,NA,NA,NA,NA
5/21/1966,16,0,0.6,NA,NA,NA,NA,NA
5/22/1966,24.4,0,4.1,NA,NA,NA,NA,NA
5/23/1966,15,0,0.6,NA,NA,NA,NA,NA
5/24/1966,10.8,1,4,NA,NA,NA,NA,NA
5/25/1966,15,4,0,NA,NA,NA,NA,NA
5/26/1966,11.4,4,0,NA,NA,NA,NA,NA
5/27/1966,8.2,0,0,NA,NA,NA,NA,NA
5/28/1966,6.5,0,0,NA,NA,NA,NA,NA
5/29/1966,5.7,0,0,NA,NA,NA,NA,NA
5/30/1966,2.6,0,0,NA,NA,NA,NA,NA
5/31/1966,0.8,0,0,NA,NA,NA,NA,NA
6/1/1966,4.5,0,0,NA,NA,NA,NA,NA
6/2/1966,4.8,0,0,NA,NA,NA,NA,NA
6/3/1966,8.6,0,0.2,NA,NA,NA,NA,NA
6/4/1966,16.5,0,1.2,NA,NA,NA,NA,NA
6/5/1966,10.4,0,0.7,NA,NA,NA,NA,NA
6/6/1966,5.3,0,2,NA,NA,NA,NA,NA
6/7/1966,2.5,0,0,NA,NA,NA,NA,NA
6/8/1966,5,0,2.6,NA,NA,NA,NA,NA
6/9/1966,8,0,44.9,NA,NA,NA,NA,NA
6/10/1966,12.1,0,1,NA,NA,NA,NA,NA
6/11/1966,7,0,8.1,NA,NA,NA,NA,NA
6/12/1966,2.5,0,2.8,NA,NA,NA,NA,NA
6/13/1966,2.3,0,7.6,NA,NA,NA,NA,NA
6/14/1966,5.2,0,0.7,NA,NA,NA,NA,NA
6/15/1966,8.7,0,0.8,NA,NA,NA,NA,NA
6/16/1966,10.3,0,0.6,NA,NA,NA,NA,NA
6/17/1966,8.6,0,2.1,NA,NA,NA,NA,NA
6/18/1966,5.6,0,0.9,NA,NA,NA,NA,NA
6/19/1966,6.3,0,23.1,NA,NA,NA,NA,NA
6/20/1966,4.2,0,6.9,NA,NA,NA,NA,NA
6/21/1966,4.7,0,0,NA,NA,NA,NA,NA
6/22/1966,3.6,0,2.2,NA,NA,NA,NA,NA
6/23/1966,8.9,0,3.8,NA,NA,NA,NA,NA
6/24/1966,14.4,0,1.1,NA,NA,NA,NA,NA
6/25/1966,9.7,0,0.9,NA,NA,NA,NA,NA
6/26/1966,10.8,0,8.3,NA,NA,NA,NA,NA
6/27/1966,17,0,0.2,NA,NA,NA,NA,NA
6/28/1966,11.1,0,0,NA,NA,NA,NA,NA
6/29/1966,4.5,0,0,NA,NA,NA,NA,NA
6/30/1966,6.4,0,1.1,NA,NA,NA,NA,NA
7/1/1966,3.7,4,0,0,20.2,0,11.8,9
7/2/1966,4.8,0,1.3,0,19.8,0,11.2,7
7/3/1966,2.9,4,0,0,17.5,0,10.5,7.9
7/4/1966,1.5,0,7.5,0,19.2,0,11.2,8.2
7/5/1966,1.6,0,5.7,0,16.5,0,12,7.5
7/6/1966,7,0,0.2,0,17,0,10.2,6
7/7/1966,6.8,4,0,0,19.8,0,12,10.8
7/8/1966,5.8,4,0,0,20.5,0,14.2,13
7/9/1966,7.7,0,4.2,0,17.9,0,13,6.5
7/10/1966,7.5,0,3.4,0,16.4,0,11.7,10.6
7/11/1966,7.6,0,0.2,0,19.6,0,10,7
7/12/1966,13.8,0,0,0,20,0,14.5,14.1
7/13/1966,14.8,0,0.2,0,19.1,0,13,11.5
7/14/1966,10.1,0,2,0,18,0,10.5,8
7/15/1966,10.3,0,1.7,0,19.2,0,11.5,8.5
7/16/1966,6.2,0,0.6,0,18.5,0,11.6,9.8
7/17/1966,4.8,0,0.6,0,17.8,0,7.8,2.7
7/18/1966,1.4,0,0,0,19.6,0,7,1.5
7/19/1966,5.5,0,0,0,21.6,0,7.2,1.3
7/20/1966,9.4,0,0,0,22.8,0,11.7,8
7/21/1966,7.2,0,0,0,23.6,0,13.5,11
7/22/1966,7.8,0,0.3,0,22.6,0,10,4.5
7/23/1966,13.2,0,1.4,0,20.5,0,12.6,13.2
7/24/1966,12.5,0,1.2,0,17.4,0,13.2,12.5
7/25/1966,9.4,4,0,0,17.5,0,8.6,5.4
7/26/1966,10,0,0.8,0,17,0,12,11
7/27/1966,5.5,4,0,0,17.8,0,12.5,4.5
7/28/1966,11.2,0,3.6,0,18,0,12,11.8
7/29/1966,10.7,0,2.1,0,17.4,0,11,8.5
7/30/1966,13.2,0,0.1,0,14.5,0,11.5,8.5
7/31/1966,3.3,0,3.4,0,15.1,0,9.3,7.1
8/1/1966,5.4,0,0,0,18.5,0,8,5.9
8/2/1966,5.4,0,5.4,0,17,0,6.1,2.5
8/3/1966,7.1,0,0.2,0,18.4,0,12,11.5
8/4/1966,10.6,0,0,0,18.4,0,8.6,5.9
8/5/1966,9.5,0,0.9,0,18.5,0,9,6.2
8/6/1966,3.2,0,0.5,0,16.1,0,8.5,5
8/7/1966,5.8,4,0,0,19.1,0,11.1,9.5
8/8/1966,8.3,0,8,0,17.6,0,8.4,4.5
8/9/1966,12.8,0,1.2,0,17.6,0,8.4,3.8
8/10/1966,17.5,0,0.1,0,19.8,0,12,10.5
8/11/1966,8.6,0,0.3,0,20,0,7.2,NA
8/12/1966,6.5,0,15.6,0,20,0,13.6,14.4
8/13/1966,9.7,0,5.5,0,17.8,0,13,12.5
8/14/1966,2.9,0,2.6,0,16.8,0,9.8,6
8/15/1966,4.2,0,0,2,20,0,6,0.5
8/16/1966,8.9,0,0,0,23,0,8.8,3.7
8/17/1966,7,0,0.2,0,20,0,16.8,15
8/18/1966,3.1,0,0,0,19,0,12.6,NA
8/19/1966,4.6,0,0.5,0,21.5,0,12.8,7.3
8/20/1966,3.5,0,2,0,15.5,0,12.5,9
8/21/1966,8.5,0,3.6,0,16.6,0,11.7,9
8/22/1966,6.6,0,0,0,15.3,0,12,11.5
8/23/1966,3.2,0,0,0,15.8,0,5,0.5
8/24/1966,5.1,0,0,0,21.1,0,7,1
8/25/1966,6.4,0,0,0,17.1,0,7.5,1.1
8/26/1966,9.2,0,0,0,16.6,0,12.1,6.1
8/27/1966,8.2,0,0,0,17.1,0,14,6.2
8/28/1966,9,0,3.4,0,19.1,0,13.5,7
8/29/1966,10.3,0,1.4,0,17.5,0,14.5,12.4
8/30/1966,6.6,0,0.8,0,18.2,0,13.2,7.6
8/31/1966,6.1,4,0,0,19.5,0,13,9.5
9/1/1966,7.6,0,4,0,22,0,14.4,11.6
9/2/1966,12.5,0,0.3,0,19.8,0,13.4,11
9/3/1966,14.4,0,15.6,0,18.6,0,12,8
9/4/1966,14.7,0,0.3,0,19.2,0,14,13
9/5/1966,15.7,0,0,0,21.9,0,13.3,9.4
9/6/1966,16.4,0,0,0,19,0,13.9,9.4
9/7/1966,6.8,0,0,0,18.6,0,12.5,9
9/8/1966,3.8,0,0,0,17.8,0,7,1.5
9/9/1966,8,0,0,0,22.1,0,12.2,6.5
9/10/1966,12,0,1.2,0,21.2,0,13.9,9.3
9/11/1966,4,0,9.8,0,18.7,0,13.1,7
9/12/1966,13,0,5.3,0,18.1,0,13.4,9.1
9/13/1966,15.4,4,0,0,17,0,11.3,8.1
9/14/1966,18.2,0,5.2,0,19,0,11,4
9/15/1966,16.3,0,0,0,16,0,10.9,8
9/16/1966,6.1,0,0.1,0,16.4,0,4.8,0.5
9/17/1966,2,0,0,0,17.3,0,11.1,11
9/18/1966,1.7,0,0.1,0,17.7,0,7,2.7
9/19/1966,1.2,0,0,0,18,0,7.1,4.5
9/20/1966,1.7,4,0,0,19.5,0,6.8,0.6
9/21/1966,1.8,4,0,0,16.8,0,7.8,1.5
9/22/1966,2.7,4,0,0,16.5,0,4.6,-2
9/23/1966,3.6,4,0,0,15.4,0,12.5,5.5
9/24/1966,2.3,4,0,0,18.6,0,4.4,NA
9/25/1966,3.9,4,0,0,15.4,0,10.2,NA
9/26/1966,1.9,0,0,0,16.6,0,10.6,NA
9/27/1966,4.8,0,0,0,16.1,0,11.8,NA
9/28/1966,3.9,0,1.2,0,16.6,0,10.7,NA
9/29/1966,0.4,0,0.7,0,14.5,0,12.4,NA
9/30/1966,2.3,0,16.5,0,15.8,0,12.4,8
10/1/1966,4.3,0,0.9,0,14.6,0,9.1,5
10/2/1966,4.3,0,8.2,0,15,0,7.5,2
10/3/1966,21.3,0,13.1,0,10.7,0,9,2.8
10/4/1966,17.8,0,0.2,0,11.7,0,8,3.5
10/5/1966,7.6,0,14.9,0,14.3,0,8.5,4.5
10/6/1966,9.7,0,4.2,0,17,0,11.4,6.2
10/7/1966,2,0,9.9,0,14.3,0,7,-0.5
10/8/1966,4.4,0,0,0,14.6,0,5.8,-1.5
10/9/1966,3.8,0,3.2,0,13.4,0,5.6,-2.6
10/10/1966,2.8,0,1.5,0,13.5,0,8.6,5.8
10/11/1966,7.1,0,0.5,0,15.8,0,7.4,-1.6
10/12/1966,13.2,0,22.9,0,14,0,8.2,0.5
10/13/1966,4.8,0,3.2,0,14,0,7.8,2.9
10/14/1966,2.8,0,0.2,0,15.4,0,5.2,5.8
10/15/1966,5.8,0,0,0,12.8,0,8.4,-0.2
10/16/1966,5.6,0,7,0,12.8,0,2.4,-6.6
10/17/1966,12,0,26.7,0,13.9,0,4.6,0.6
10/18/1966,10.1,0,9.7,0,13.3,0,7.9,2.9
10/19/1966,5.9,0,0.3,0,12.7,0,9.5,2.4
10/20/1966,8.5,0,0,0,13.5,0,8,0.5
10/21/1966,9.7,0,0,0,13,0,8.5,-0.5
10/22/1966,5.9,0,0.9,0,8.3,0,2.8,-1.5
10/23/1966,8.1,0,0,0,10.5,0,1.3,-7.5
10/24/1966,7.6,0,0,0,11.2,0,1.5,-1.9
